split,duration,era,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,key_12,key_13,key_14,key_15,key_16,key_17,key_18,key_19,key_20,key_21,key_22,key_23,key_24,key_25,key_26,key_27,key_28,key_29,key_30,key_31,key_32,key_33,key_34,key_35,key_36,key_37,key_38,key_39,key_40,key_41,key_42,key_43,key_44,key_45,key_46,key_47,key_48,key_49,key_50,key_51,key_52,key_53,key_54,key_55,key_56,key_57,key_58,key_59,key_60,key_61,key_62,key_63,key_64,key_65,key_66,key_67,key_68,key_69,key_70,key_71,key_72,key_73,key_74,key_75,key_76,key_77,key_78,key_79,key_80,key_81,key_82,key_83,key_84,key_85,key_86,key_87,pitch_range,tempo,avg_note_duration,avg_velocity,velocity_range
train,1610.85576094,romantic,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,2.0,36.0,40.0,68.0,77.0,78.0,72.0,42.0,104.0,149.0,121.0,118.0,50.0,154.0,120.0,198.0,231.0,205.0,196.0,87.0,305.0,299.0,322.0,262.0,156.0,445.0,262.0,437.0,392.0,543.0,403.0,211.0,498.0,472.0,675.0,325.0,307.0,404.0,440.0,425.0,362.0,567.0,360.0,225.0,406.0,485.0,700.0,382.0,327.0,344.0,404.0,394.0,250.0,373.0,264.0,184.0,275.0,492.0,381.0,196.0,176.0,150.0,226.0,170.0,129.0,127.0,77.0,98.0,76.0,325.0,159.0,17.0,13.0,9.0,0.0,1.0,0.0,0.0,0.0,78.0,210.1323918799647,0.11306144105227846,63.64636667196692,121.0
train,276.421875,romantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,18.0,2.0,10.0,5.0,2.0,4.0,8.0,26.0,5.0,4.0,16.0,15.0,46.0,4.0,32.0,26.0,5.0,12.0,12.0,97.0,16.0,10.0,26.0,24.0,58.0,25.0,57.0,64.0,8.0,54.0,27.0,177.0,43.0,29.0,67.0,78.0,119.0,38.0,136.0,125.0,19.0,89.0,38.0,238.0,49.0,36.0,90.0,60.0,119.0,23.0,102.0,106.0,21.0,98.0,36.0,375.0,75.0,30.0,90.0,34.0,128.0,48.0,66.0,65.0,22.0,76.0,31.0,310.0,116.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,210.75405663378348,0.06952690867359305,70.47596037690263,112.0
train,262.686458333,romantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,22.0,2.0,7.0,8.0,4.0,14.0,7.0,23.0,8.0,4.0,16.0,17.0,55.0,9.0,25.0,34.0,4.0,25.0,16.0,97.0,21.0,8.0,29.0,24.0,57.0,23.0,58.0,65.0,8.0,54.0,28.0,170.0,45.0,28.0,69.0,76.0,118.0,44.0,140.0,129.0,19.0,102.0,40.0,230.0,51.0,43.0,98.0,57.0,123.0,20.0,113.0,108.0,27.0,107.0,36.0,391.0,74.0,37.0,103.0,33.0,125.0,47.0,72.0,67.0,25.0,79.0,27.0,325.0,135.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,215.87927803530948,0.0615883009858286,72.11182994454714,117.0
validation,608.523697031,romantic,0.0,0.0,0.0,2.0,5.0,2.0,6.0,9.0,36.0,32.0,34.0,51.0,22.0,8.0,24.0,25.0,116.0,43.0,59.0,87.0,30.0,72.0,35.0,154.0,64.0,66.0,82.0,43.0,238.0,48.0,91.0,106.0,40.0,117.0,37.0,326.0,108.0,73.0,104.0,78.0,274.0,39.0,117.0,144.0,124.0,178.0,38.0,292.0,92.0,81.0,109.0,63.0,230.0,27.0,109.0,103.0,168.0,176.0,35.0,309.0,108.0,123.0,100.0,77.0,252.0,27.0,174.0,125.0,119.0,178.0,31.0,349.0,48.0,270.0,40.0,78.0,139.0,10.0,87.0,10.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,80.0,220.3613177470844,0.11985608861696948,68.58893752487067,113.0
train,334.736577656,romantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,5.0,8.0,3.0,34.0,11.0,12.0,2.0,19.0,47.0,7.0,30.0,11.0,24.0,42.0,9.0,98.0,20.0,22.0,10.0,36.0,86.0,11.0,75.0,32.0,73.0,66.0,23.0,115.0,63.0,46.0,41.0,72.0,181.0,42.0,92.0,57.0,89.0,100.0,41.0,175.0,102.0,52.0,56.0,126.0,184.0,71.0,153.0,80.0,113.0,123.0,51.0,176.0,93.0,51.0,49.0,81.0,159.0,52.0,111.0,79.0,65.0,74.0,47.0,156.0,43.0,37.0,24.0,41.0,70.0,12.0,13.0,8.0,4.0,2.0,1.0,2.0,0.0,79.0,216.84705882352787,0.11564254251889707,70.0080035571365,124.0
validation,566.314871719,romantic,0.0,0.0,0.0,2.0,6.0,2.0,5.0,9.0,26.0,29.0,29.0,48.0,24.0,9.0,24.0,20.0,112.0,33.0,65.0,88.0,29.0,77.0,34.0,146.0,68.0,64.0,76.0,42.0,233.0,49.0,97.0,110.0,42.0,109.0,38.0,324.0,109.0,72.0,101.0,77.0,261.0,34.0,116.0,146.0,122.0,176.0,34.0,292.0,88.0,81.0,108.0,60.0,221.0,27.0,110.0,106.0,169.0,175.0,36.0,310.0,117.0,111.0,83.0,72.0,251.0,31.0,164.0,122.0,116.0,172.0,31.0,337.0,47.0,200.0,36.0,59.0,112.0,7.0,61.0,9.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,80.0,208.88997794659593,0.1317015086206893,68.14303448275862,113.0
validation,507.396661406,romantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,6.0,44.0,14.0,17.0,5.0,11.0,23.0,15.0,99.0,28.0,20.0,12.0,27.0,104.0,27.0,53.0,17.0,34.0,53.0,18.0,134.0,49.0,29.0,41.0,67.0,173.0,56.0,119.0,106.0,94.0,196.0,48.0,251.0,127.0,63.0,56.0,105.0,241.0,55.0,167.0,102.0,91.0,167.0,63.0,238.0,103.0,95.0,65.0,91.0,183.0,41.0,159.0,56.0,106.0,116.0,42.0,127.0,51.0,42.0,28.0,51.0,74.0,10.0,52.0,30.0,30.0,31.0,10.0,20.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,76.0,205.56384379112862,0.18927185457516324,68.64254901960784,115.0
validation,313.966032187,romantic,0.0,0.0,0.0,0.0,2.0,6.0,6.0,34.0,25.0,5.0,15.0,25.0,73.0,26.0,28.0,28.0,48.0,49.0,42.0,108.0,77.0,23.0,43.0,76.0,141.0,43.0,74.0,67.0,67.0,90.0,35.0,203.0,102.0,43.0,47.0,111.0,178.0,42.0,105.0,71.0,85.0,100.0,42.0,217.0,109.0,45.0,62.0,129.0,183.0,36.0,173.0,122.0,79.0,128.0,32.0,204.0,103.0,71.0,45.0,136.0,192.0,41.0,154.0,81.0,114.0,129.0,28.0,140.0,68.0,65.0,35.0,76.0,122.0,36.0,83.0,50.0,68.0,62.0,8.0,62.0,15.0,11.0,11.0,4.0,0.0,0.0,0.0,0.0,79.0,210.3370786516854,0.0674353229624617,73.56679066621577,111.0
validation,539.083333333,romantic,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,9.0,1.0,27.0,8.0,8.0,19.0,10.0,83.0,24.0,23.0,34.0,28.0,51.0,15.0,136.0,32.0,44.0,40.0,40.0,250.0,34.0,86.0,74.0,67.0,130.0,21.0,265.0,66.0,85.0,88.0,85.0,393.0,29.0,80.0,109.0,192.0,232.0,21.0,185.0,70.0,116.0,128.0,69.0,466.0,16.0,119.0,71.0,111.0,171.0,26.0,301.0,126.0,124.0,122.0,79.0,367.0,34.0,126.0,51.0,101.0,118.0,16.0,149.0,53.0,52.0,33.0,18.0,351.0,11.0,22.0,41.0,21.0,15.0,2.0,3.0,2.0,0.0,0.0,0.0,82.0,201.59999999999937,0.12940306246949773,71.47379209370425,116.0
train,386.800455096,romantic,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,10.0,8.0,16.0,6.0,61.0,13.0,15.0,38.0,30.0,19.0,27.0,30.0,58.0,19.0,62.0,51.0,118.0,24.0,41.0,80.0,49.0,60.0,31.0,143.0,80.0,40.0,136.0,127.0,159.0,24.0,93.0,127.0,151.0,158.0,40.0,197.0,78.0,47.0,125.0,92.0,158.0,15.0,215.0,107.0,171.0,118.0,59.0,136.0,109.0,51.0,78.0,85.0,162.0,35.0,185.0,106.0,185.0,94.0,55.0,73.0,62.0,29.0,19.0,31.0,48.0,18.0,48.0,30.0,54.0,46.0,12.0,31.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,78.0,224.0302743614115,0.11983597214415115,73.02679407907064,118.0
test,632.172177656,romantic,0.0,0.0,0.0,2.0,4.0,0.0,29.0,2.0,8.0,19.0,17.0,23.0,11.0,89.0,27.0,21.0,52.0,15.0,245.0,8.0,37.0,59.0,37.0,65.0,28.0,317.0,54.0,46.0,56.0,59.0,215.0,27.0,149.0,99.0,248.0,201.0,64.0,337.0,129.0,93.0,125.0,152.0,395.0,67.0,177.0,158.0,296.0,221.0,60.0,313.0,101.0,131.0,119.0,154.0,264.0,71.0,190.0,105.0,268.0,178.0,84.0,303.0,77.0,120.0,91.0,114.0,188.0,54.0,123.0,79.0,203.0,146.0,71.0,180.0,38.0,64.0,54.0,63.0,55.0,26.0,36.0,11.0,32.0,0.0,0.0,0.0,0.0,0.0,79.0,214.64937680975618,0.09455467515512389,70.48999884379697,119.0
test,645.111458333,romantic,0.0,0.0,0.0,2.0,4.0,0.0,30.0,1.0,10.0,24.0,21.0,28.0,9.0,89.0,29.0,22.0,60.0,18.0,262.0,17.0,36.0,68.0,37.0,83.0,31.0,329.0,62.0,48.0,68.0,61.0,224.0,33.0,150.0,105.0,244.0,212.0,67.0,382.0,140.0,92.0,130.0,173.0,374.0,80.0,187.0,149.0,304.0,221.0,61.0,310.0,95.0,124.0,118.0,149.0,238.0,75.0,187.0,98.0,259.0,177.0,90.0,298.0,79.0,113.0,84.0,108.0,168.0,46.0,115.0,89.0,192.0,136.0,77.0,184.0,42.0,66.0,50.0,64.0,56.0,31.0,36.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,79.0,212.778104273364,0.0882456077872742,77.3374358974359,123.0
validation,569.204517423,romantic,0.0,0.0,0.0,2.0,7.0,2.0,8.0,13.0,32.0,36.0,28.0,58.0,23.0,25.0,22.0,26.0,125.0,41.0,77.0,82.0,32.0,84.0,36.0,163.0,68.0,75.0,86.0,41.0,252.0,47.0,106.0,95.0,40.0,111.0,39.0,342.0,102.0,81.0,102.0,82.0,282.0,35.0,120.0,139.0,128.0,181.0,50.0,264.0,89.0,87.0,98.0,64.0,233.0,38.0,114.0,107.0,178.0,168.0,42.0,329.0,118.0,120.0,113.0,89.0,254.0,45.0,173.0,138.0,120.0,178.0,35.0,313.0,50.0,200.0,36.0,57.0,104.0,9.0,57.0,8.0,8.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,80.0,209.62923648495217,0.1466606647284259,68.74520946213823,110.0
train,670.279778437,romantic,1.0,0.0,0.0,1.0,2.0,3.0,0.0,7.0,66.0,9.0,4.0,9.0,45.0,59.0,29.0,36.0,61.0,34.0,40.0,240.0,90.0,50.0,15.0,62.0,89.0,70.0,192.0,55.0,140.0,71.0,72.0,222.0,173.0,325.0,90.0,233.0,356.0,212.0,212.0,175.0,351.0,254.0,167.0,312.0,212.0,207.0,95.0,179.0,223.0,162.0,126.0,106.0,179.0,127.0,83.0,265.0,198.0,146.0,76.0,180.0,171.0,175.0,124.0,158.0,232.0,140.0,84.0,248.0,155.0,113.0,85.0,104.0,100.0,118.0,52.0,54.0,118.0,53.0,30.0,95.0,55.0,29.0,21.0,10.0,5.0,0.0,1.0,0.0,86.0,213.8283062645007,0.11612514027378036,67.89288651315789,116.0
train,662.270972344,romantic,0.0,1.0,1.0,5.0,4.0,4.0,3.0,7.0,57.0,12.0,4.0,14.0,46.0,66.0,26.0,38.0,80.0,47.0,59.0,154.0,94.0,101.0,23.0,71.0,101.0,89.0,189.0,65.0,145.0,70.0,71.0,219.0,185.0,334.0,85.0,234.0,342.0,206.0,198.0,176.0,324.0,242.0,157.0,298.0,204.0,207.0,100.0,165.0,220.0,141.0,122.0,108.0,171.0,129.0,81.0,260.0,187.0,142.0,84.0,166.0,181.0,201.0,124.0,166.0,235.0,134.0,115.0,238.0,152.0,141.0,82.0,109.0,102.0,150.0,59.0,58.0,138.0,64.0,62.0,100.0,60.0,32.0,19.0,10.0,3.0,0.0,0.0,0.0,83.0,213.65538063402198,0.09164217921437487,70.54504002431857,123.0
train,682.626187031,romantic,3.0,0.0,1.0,2.0,2.0,2.0,1.0,8.0,72.0,7.0,6.0,10.0,45.0,58.0,28.0,38.0,67.0,41.0,52.0,251.0,93.0,59.0,21.0,75.0,101.0,79.0,198.0,57.0,145.0,79.0,70.0,217.0,173.0,331.0,95.0,256.0,391.0,219.0,215.0,191.0,381.0,295.0,180.0,339.0,225.0,219.0,117.0,178.0,228.0,168.0,135.0,106.0,186.0,140.0,83.0,277.0,197.0,154.0,79.0,182.0,179.0,184.0,132.0,183.0,246.0,174.0,87.0,252.0,161.0,126.0,91.0,120.0,104.0,133.0,61.0,64.0,117.0,60.0,35.0,101.0,56.0,33.0,21.0,11.0,6.0,0.0,1.0,0.0,86.0,213.6978276788023,0.09663164130329907,70.9764615087787,121.0
train,637.078689844,romantic,1.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,71.0,8.0,4.0,9.0,44.0,61.0,24.0,32.0,62.0,34.0,42.0,247.0,94.0,48.0,16.0,66.0,101.0,76.0,198.0,58.0,150.0,73.0,73.0,223.0,177.0,322.0,91.0,247.0,394.0,219.0,215.0,193.0,390.0,299.0,172.0,342.0,235.0,216.0,117.0,178.0,245.0,165.0,130.0,110.0,183.0,140.0,85.0,279.0,203.0,148.0,80.0,183.0,181.0,177.0,131.0,183.0,240.0,175.0,80.0,263.0,161.0,115.0,86.0,120.0,120.0,126.0,53.0,51.0,121.0,61.0,32.0,99.0,59.0,31.0,19.0,12.0,4.0,1.0,0.0,0.0,85.0,208.9795918367323,0.0893489482043305,72.59879424348503,123.0
train,421.584472688,romantic,0.0,0.0,0.0,1.0,5.0,0.0,5.0,3.0,5.0,9.0,5.0,28.0,8.0,13.0,11.0,8.0,62.0,5.0,39.0,10.0,18.0,17.0,5.0,86.0,25.0,29.0,20.0,21.0,84.0,8.0,81.0,16.0,96.0,93.0,18.0,197.0,61.0,62.0,62.0,97.0,234.0,41.0,181.0,54.0,172.0,144.0,40.0,170.0,61.0,93.0,56.0,102.0,123.0,34.0,102.0,41.0,121.0,105.0,48.0,184.0,62.0,107.0,68.0,112.0,131.0,51.0,154.0,60.0,122.0,147.0,43.0,156.0,57.0,96.0,39.0,85.0,70.0,31.0,100.0,33.0,51.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,79.0,208.89557958122037,0.1286342236740966,67.1031898539585,123.0
train,468.594616875,romantic,0.0,0.0,0.0,0.0,0.0,1.0,5.0,14.0,19.0,6.0,12.0,18.0,52.0,18.0,44.0,36.0,22.0,23.0,27.0,99.0,56.0,30.0,26.0,42.0,87.0,25.0,84.0,56.0,30.0,41.0,62.0,175.0,109.0,80.0,121.0,163.0,235.0,91.0,277.0,229.0,78.0,106.0,212.0,304.0,106.0,147.0,78.0,211.0,159.0,70.0,254.0,94.0,118.0,83.0,131.0,223.0,77.0,148.0,80.0,213.0,173.0,57.0,213.0,110.0,148.0,80.0,150.0,131.0,46.0,105.0,40.0,103.0,136.0,32.0,96.0,20.0,42.0,16.0,22.0,22.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,206.31873513362734,0.09217079527754155,68.70404984423676,110.0
train,750.80053125,romantic,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,47.0,9.0,47.0,80.0,26.0,33.0,49.0,66.0,49.0,66.0,57.0,42.0,63.0,32.0,94.0,162.0,57.0,68.0,78.0,130.0,143.0,109.0,158.0,108.0,146.0,76.0,205.0,332.0,141.0,203.0,175.0,323.0,339.0,247.0,373.0,163.0,354.0,251.0,251.0,503.0,137.0,236.0,168.0,273.0,229.0,190.0,323.0,165.0,318.0,261.0,233.0,391.0,149.0,231.0,96.0,264.0,236.0,151.0,225.0,128.0,253.0,168.0,113.0,245.0,82.0,233.0,39.0,190.0,104.0,55.0,49.0,39.0,59.0,22.0,10.0,8.0,0.0,0.0,0.0,84.0,215.3516470990767,0.10486108931162523,71.81416373681567,112.0
train,774.292762031,romantic,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,68.0,8.0,51.0,97.0,26.0,37.0,47.0,72.0,47.0,75.0,52.0,48.0,68.0,30.0,93.0,163.0,65.0,80.0,78.0,142.0,137.0,111.0,152.0,111.0,160.0,75.0,206.0,325.0,154.0,191.0,164.0,321.0,324.0,264.0,378.0,151.0,390.0,219.0,248.0,508.0,133.0,236.0,170.0,267.0,222.0,174.0,316.0,154.0,310.0,248.0,211.0,385.0,122.0,223.0,93.0,254.0,222.0,143.0,221.0,118.0,242.0,169.0,119.0,221.0,81.0,258.0,43.0,212.0,102.0,54.0,61.0,32.0,55.0,29.0,11.0,8.0,0.0,0.0,0.0,81.0,213.83671543180893,0.10493706140350907,69.57397894736842,118.0
train,771.030211875,romantic,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,79.0,4.0,39.0,73.0,25.0,29.0,36.0,76.0,39.0,96.0,48.0,34.0,75.0,23.0,92.0,158.0,63.0,62.0,67.0,134.0,119.0,104.0,145.0,99.0,168.0,79.0,210.0,316.0,157.0,196.0,148.0,331.0,342.0,252.0,358.0,157.0,370.0,220.0,267.0,487.0,128.0,252.0,165.0,287.0,217.0,185.0,310.0,158.0,325.0,244.0,231.0,376.0,147.0,218.0,100.0,268.0,206.0,171.0,240.0,117.0,268.0,166.0,120.0,222.0,87.0,245.0,51.0,219.0,109.0,55.0,48.0,29.0,50.0,22.0,12.0,9.0,0.0,0.0,0.0,81.0,214.2531067714969,0.1000842990121576,63.22762580209389,120.0
train,794.788200938,romantic,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,17.0,66.0,6.0,55.0,86.0,27.0,33.0,41.0,70.0,53.0,75.0,52.0,43.0,72.0,29.0,88.0,171.0,62.0,69.0,72.0,129.0,154.0,95.0,159.0,106.0,153.0,75.0,195.0,336.0,143.0,191.0,156.0,330.0,346.0,261.0,357.0,151.0,354.0,208.0,241.0,502.0,119.0,235.0,162.0,278.0,209.0,174.0,311.0,145.0,313.0,238.0,205.0,379.0,129.0,222.0,90.0,254.0,207.0,147.0,232.0,100.0,247.0,161.0,109.0,218.0,84.0,225.0,41.0,203.0,90.0,60.0,44.0,31.0,56.0,25.0,9.0,8.0,0.0,0.0,0.0,81.0,214.66307985039452,0.10433369547245201,68.14389233954451,114.0
train,754.92445875,contemporary,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,15.0,70.0,6.0,62.0,105.0,25.0,29.0,41.0,70.0,52.0,85.0,49.0,44.0,64.0,24.0,88.0,164.0,63.0,70.0,73.0,140.0,132.0,91.0,153.0,96.0,147.0,74.0,190.0,339.0,149.0,187.0,166.0,321.0,340.0,270.0,358.0,155.0,376.0,229.0,254.0,524.0,118.0,241.0,170.0,277.0,213.0,177.0,319.0,148.0,313.0,243.0,216.0,378.0,134.0,219.0,106.0,256.0,206.0,138.0,232.0,97.0,249.0,168.0,108.0,218.0,81.0,242.0,45.0,203.0,96.0,46.0,49.0,39.0,52.0,21.0,13.0,8.0,0.0,0.0,0.0,84.0,216.10057872681296,0.07731341687258612,68.3502044989775,121.0
train,391.296350156,romantic,0.0,0.0,0.0,1.0,5.0,0.0,5.0,2.0,4.0,6.0,5.0,38.0,9.0,16.0,12.0,8.0,71.0,5.0,40.0,10.0,18.0,24.0,7.0,84.0,25.0,25.0,18.0,22.0,81.0,7.0,70.0,13.0,100.0,101.0,20.0,205.0,73.0,73.0,76.0,101.0,243.0,44.0,195.0,63.0,173.0,141.0,38.0,168.0,74.0,87.0,55.0,100.0,125.0,35.0,99.0,44.0,129.0,103.0,42.0,183.0,67.0,112.0,77.0,129.0,146.0,53.0,180.0,58.0,141.0,159.0,43.0,165.0,60.0,100.0,39.0,90.0,70.0,38.0,119.0,34.0,51.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,81.0,212.35023041474656,0.1262668146046848,70.30051244509517,117.0
train,379.090165781,romantic,0.0,0.0,0.0,1.0,5.0,0.0,5.0,2.0,4.0,7.0,6.0,38.0,11.0,19.0,13.0,8.0,72.0,6.0,45.0,10.0,18.0,21.0,7.0,82.0,24.0,27.0,21.0,21.0,86.0,8.0,86.0,14.0,103.0,97.0,23.0,200.0,60.0,71.0,72.0,97.0,231.0,40.0,193.0,63.0,160.0,141.0,44.0,158.0,67.0,87.0,56.0,97.0,113.0,38.0,93.0,44.0,125.0,103.0,46.0,174.0,68.0,105.0,78.0,121.0,142.0,53.0,162.0,60.0,121.0,127.0,49.0,162.0,60.0,92.0,46.0,77.0,69.0,24.0,93.0,29.0,52.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,79.0,213.1309297912732,0.1339384322154664,69.21413642409273,119.0
train,421.416512344,romantic,0.0,0.0,0.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,6.0,40.0,10.0,13.0,13.0,9.0,72.0,7.0,40.0,11.0,19.0,21.0,6.0,86.0,26.0,24.0,21.0,21.0,86.0,12.0,85.0,14.0,110.0,102.0,21.0,214.0,72.0,64.0,68.0,108.0,254.0,42.0,197.0,61.0,183.0,148.0,39.0,168.0,76.0,89.0,58.0,101.0,122.0,35.0,99.0,46.0,131.0,108.0,45.0,186.0,64.0,108.0,77.0,122.0,150.0,48.0,174.0,59.0,142.0,155.0,44.0,160.0,58.0,94.0,40.0,87.0,74.0,48.0,129.0,36.0,51.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,79.0,205.9594755661485,0.12817434161108107,72.40562466197945,120.0
test,977.023595625,romantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,37.0,34.0,35.0,46.0,70.0,108.0,90.0,76.0,104.0,156.0,139.0,249.0,224.0,140.0,139.0,133.0,292.0,260.0,188.0,167.0,200.0,218.0,158.0,417.0,312.0,160.0,146.0,243.0,518.0,372.0,340.0,246.0,369.0,408.0,180.0,453.0,386.0,270.0,168.0,319.0,533.0,311.0,413.0,214.0,340.0,373.0,199.0,422.0,349.0,248.0,146.0,237.0,379.0,251.0,266.0,154.0,228.0,244.0,150.0,233.0,168.0,133.0,66.0,112.0,173.0,98.0,108.0,58.0,104.0,59.0,65.0,92.0,57.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,78.0,209.92407260105512,0.10172438198727839,70.37336160370084,110.0
train,1700.13318234,romantic,3.0,2.0,1.0,8.0,12.0,17.0,14.0,23.0,47.0,104.0,123.0,84.0,86.0,143.0,260.0,104.0,149.0,115.0,151.0,161.0,160.0,208.0,281.0,206.0,266.0,251.0,300.0,156.0,229.0,218.0,254.0,287.0,232.0,389.0,392.0,306.0,441.0,473.0,474.0,334.0,421.0,415.0,471.0,418.0,328.0,508.0,407.0,323.0,327.0,338.0,372.0,235.0,319.0,288.0,285.0,294.0,238.0,296.0,255.0,218.0,197.0,225.0,209.0,132.0,258.0,193.0,298.0,158.0,172.0,187.0,149.0,116.0,70.0,117.0,73.0,35.0,88.0,53.0,47.0,38.0,15.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,82.0,200.9130546293898,0.24695664702868905,69.39531615925058,118.0
train,1396.30736437,romantic,3.0,1.0,1.0,7.0,10.0,17.0,18.0,16.0,43.0,102.0,119.0,83.0,78.0,146.0,251.0,89.0,158.0,103.0,164.0,161.0,131.0,227.0,273.0,206.0,244.0,272.0,271.0,138.0,225.0,198.0,282.0,273.0,222.0,389.0,357.0,328.0,414.0,503.0,453.0,302.0,426.0,416.0,491.0,415.0,320.0,506.0,411.0,332.0,306.0,342.0,375.0,237.0,324.0,291.0,273.0,292.0,224.0,306.0,243.0,219.0,184.0,243.0,209.0,129.0,258.0,194.0,276.0,153.0,153.0,155.0,142.0,119.0,68.0,121.0,69.0,27.0,77.0,54.0,53.0,35.0,15.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,82.0,207.69026156346905,0.15238298385736115,73.69779074614422,125.0
train,1480.26561375,romantic,3.0,1.0,1.0,9.0,8.0,15.0,10.0,18.0,42.0,92.0,119.0,61.0,78.0,117.0,248.0,91.0,128.0,100.0,143.0,156.0,130.0,202.0,269.0,200.0,260.0,245.0,284.0,139.0,216.0,210.0,250.0,285.0,213.0,377.0,385.0,298.0,434.0,484.0,461.0,301.0,418.0,410.0,469.0,421.0,313.0,492.0,426.0,317.0,309.0,337.0,376.0,240.0,311.0,291.0,276.0,315.0,227.0,293.0,247.0,238.0,194.0,239.0,210.0,128.0,265.0,192.0,291.0,165.0,157.0,181.0,140.0,113.0,71.0,110.0,66.0,36.0,89.0,68.0,50.0,41.0,14.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,82.0,202.300465361313,0.21587678717933334,71.34944170968903,125.0
train,398.729569219,romantic,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,1.0,4.0,7.0,9.0,7.0,3.0,4.0,24.0,5.0,21.0,12.0,17.0,11.0,7.0,29.0,13.0,22.0,22.0,28.0,58.0,12.0,52.0,19.0,82.0,51.0,21.0,74.0,47.0,57.0,33.0,60.0,96.0,15.0,62.0,36.0,71.0,57.0,20.0,60.0,34.0,41.0,25.0,37.0,47.0,10.0,49.0,30.0,73.0,43.0,19.0,58.0,43.0,47.0,21.0,31.0,36.0,6.0,26.0,15.0,17.0,11.0,6.0,12.0,5.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,79.0,192.57313432836492,0.39786694603688927,61.876370887337984,107.0
validation,412.511606719,romantic,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,6.0,9.0,29.0,6.0,6.0,2.0,0.0,25.0,0.0,4.0,7.0,5.0,14.0,16.0,39.0,15.0,26.0,20.0,37.0,134.0,18.0,84.0,76.0,39.0,99.0,31.0,80.0,51.0,108.0,29.0,62.0,104.0,18.0,67.0,47.0,73.0,62.0,9.0,42.0,28.0,55.0,27.0,44.0,32.0,6.0,21.0,15.0,21.0,19.0,6.0,14.0,21.0,27.0,8.0,16.0,8.0,3.0,2.0,3.0,37.0,33.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,185.87617260787982,0.42690954533876674,57.82068262862965,111.0
train,802.764955781,romantic,2.0,1.0,0.0,0.0,6.0,4.0,2.0,2.0,20.0,92.0,12.0,72.0,110.0,29.0,35.0,49.0,76.0,58.0,88.0,60.0,48.0,79.0,38.0,94.0,176.0,67.0,74.0,86.0,143.0,162.0,111.0,169.0,112.0,173.0,83.0,234.0,355.0,160.0,208.0,175.0,338.0,352.0,298.0,386.0,155.0,412.0,229.0,285.0,529.0,134.0,245.0,178.0,288.0,223.0,193.0,324.0,151.0,347.0,242.0,236.0,385.0,144.0,229.0,95.0,261.0,226.0,151.0,222.0,115.0,259.0,174.0,125.0,225.0,85.0,250.0,39.0,226.0,94.0,49.0,45.0,33.0,50.0,23.0,14.0,8.0,0.0,0.0,0.0,84.0,198.45405224005827,0.09542099136555794,74.19861210815985,124.0
